DateID;AreaID;dwelling_type_id;kwh_per_acc
35482;1023;3;1204
35482;1019;3;1213
35482;1018;3;1219.8
35482;1025;3;1248.2
35482;1031;3;1251.5
35482;1044;3;1290.4
35482;1037;3;1291.5
35482;1024;3;1291.9
35482;1004;3;1299.2
35482;1009;3;1304.8
35482;1047;2;1307.2
35482;1045;3;1311.6
35482;1006;3;1315.5
35482;1045;2;1340.9
35482;1028;3;1453.6
35482;1022;3;1518.9
35482;1013;3;1596.1
35482;1042;3;1672.7
35482;1040;3;1757.9
35482;1026;3;1824.5
35482;1047;3;1894.9
35482;1038;3;2610.7
35482;1010;3;2736
35482;1046;3;3731.7
35482;1043;3;3795.8
15862;1044;1;78.2
15862;1001;1;87.4
15862;1011;1;127.2
15862;1010;1;127.5
15862;1006;1;133.6
15862;1004;1;133.7
15862;1008;1;133.9
15862;1009;1;138.2
15862;1003;1;139.6
15862;1014;1;141.2
15862;1005;1;143.3
15862;1021;1;144.4
15862;1007;1;146.1
15862;1015;1;158.7
15862;1013;1;158.7
15862;1019;1;159.5
15862;1002;1;159.6
15862;1022;1;160
15862;1017;1;160.1
15862;1018;1;161.5
15862;1016;1;163.7
15862;1023;1;164.4
15862;1020;1;170.3
15862;1024;1;171.4
15862;1025;1;172.4
15862;1012;1;183.6
15862;1026;1;188.2
15862;1029;1;192.6
15862;1028;1;197.2
15862;1027;1;197.6
15862;1030;2;224.6
15862;1031;1;314.9
15862;1032;2;315.9
15862;1034;2;421.2
15862;1036;2;425
15862;1008;2;465.4
15862;1016;2;473.4
15862;1033;2;488.3
15862;1010;2;528.7
15862;1002;2;532.8
15862;1006;2;544.2
15862;1027;2;551.2
15862;1015;2;551.4
15862;1001;2;556.2
15862;1011;2;572.3
15862;1007;2;585
15862;1023;2;586.4
15862;1021;2;587.7
15862;1003;2;588.4
15862;1031;2;593.1
15862;1037;2;600.1
15862;1009;2;608.7
15862;1020;2;614.4
15862;1012;2;619.9
15862;1019;2;624.4
15862;1029;2;627.1
15862;1018;2;627.4
15862;1038;2;628.3
15862;1017;2;649.9
15862;1014;2;660.1
15862;1028;2;670.2
15862;1024;2;700
15862;1026;2;725.9
15862;1022;2;733.9
15862;1035;3;736.8
15862;1039;2;738.7
15862;1005;2;746.8
15862;1040;2;748.1
15862;1025;2;762.9
15862;1008;3;769.1
15862;1041;3;777.2
15862;1016;3;779
15862;1013;2;792.7
15862;1004;2;794.2
15862;1001;3;801.4
15862;1017;3;810.3
15862;1039;3;902
15862;1034;3;922.4
15862;1015;3;928.9
15862;1005;3;937.5
15862;1002;3;938.5
15862;1027;3;944.7
15862;1021;3;950.9
15862;1007;3;981.5
15862;1011;3;982.7
15862;1012;3;988.4
15862;1042;2;994.4
15862;1003;3;995.4
15862;1033;3;998
15862;1044;3;1019.1
15862;1046;2;1022.4
15862;1036;3;1039.4
15862;1043;2;1055.6
15862;1029;3;1078.1
15862;1023;3;1089.7
15862;1006;3;1109.5
15862;1025;3;1140.2
15862;1031;3;1146.7
15862;1019;3;1157.8
15862;1014;3;1161.7
15862;1018;3;1166
15862;1037;3;1181.9
15862;1009;3;1246.5
15862;1047;2;1259
15862;1024;3;1356.5
15862;1028;3;1359.7
15862;1004;3;1399.2
15862;1045;2;1399.6
15862;1013;3;1523.6
15862;1042;3;1550.8
15862;1022;3;1632.5
15862;1040;3;1675.3
15862;1026;3;1678.1
15862;1047;3;1932.7
15862;1010;3;2156.9
15862;1038;3;2641.5
15862;1043;3;3830.4
15862;1046;3;4103.3
89767;1044;1;107
89767;1001;1;114.7
89767;1010;1;125.8
89767;1020;1;129.8
89767;1006;1;133.3
89767;1014;1;137
89767;1012;1;140.6
89767;1005;1;144.1
89767;1011;1;144.8
89767;1007;1;145.2
89767;1009;1;145.2
89767;1017;1;148.1
89767;1002;1;148.7
89767;1003;1;150.1
89767;1019;1;151.3
89767;1004;1;152.2
89767;1022;1;153
89767;1018;1;153.4
89767;1013;1;154.5
89767;1025;1;163.1
89767;1015;1;163.7
89767;1021;1;164
89767;1029;1;166.7
89767;1016;1;166.8
89767;1023;1;167.1
89767;1024;1;167.1
89767;1026;1;178.1
89767;1028;1;179.9
89767;1008;1;184.9
89767;1027;1;197
89767;1031;1;206.2
89767;1030;2;283
89767;1032;2;344.1
89767;1036;2;408
89767;1034;2;433.1
89767;1033;2;436.4
89767;1002;2;496.9
89767;1007;2;505.6
89767;1010;2;511.7
89767;1037;2;519.8
89767;1023;2;530.6
89767;1011;2;531.4
89767;1008;2;535.3
89767;1006;2;538.9
89767;1014;2;542.2
89767;1009;2;551.4
89767;1027;2;553.8
89767;1020;2;554.3
89767;1016;2;562.1
89767;1022;2;562.7
89767;1021;2;567
89767;1015;2;572.1
89767;1024;2;581
89767;1019;2;582.5
89767;1029;2;582.7
89767;1018;2;591.7
89767;1012;2;605
89767;1017;2;613.6
89767;1031;2;616.1
89767;1028;2;617.1
89767;1003;2;626
89767;1001;2;645.3
89767;1040;2;648
89767;1041;3;649.1
89767;1046;2;651.6
89767;1038;2;658.2
89767;1005;2;667.4
89767;1035;2;697
89767;1004;2;702.1
89767;1013;2;708.5
89767;1026;2;737.6
89767;1025;2;748.3
89767;1039;2;768.4
89767;1036;3;781.6
89767;1034;3;809
89767;1005;3;824.3
89767;1043;2;831.6
89767;1002;3;848.5
89767;1039;3;881.8
89767;1014;3;900.8
89767;1042;2;919.2
89767;1033;3;937
89767;1017;3;946.4
89767;1016;3;946.6
89767;1007;3;951
89767;1021;3;953.2
89767;1008;3;953.8
89767;1001;3;970.3
89767;1006;3;993.8
89767;1015;3;998.5
89767;1045;2;1024
89767;1037;3;1041.2
89767;1019;3;1042.8
89767;1047;2;1044
89767;1018;3;1044.4
89767;1012;3;1047.4
89767;1035;3;1048.5
89767;1003;3;1074.1
89767;1011;3;1095.6
89767;1023;3;1112.6
89767;1029;3;1140.2
89767;1032;3;1145.7
89767;1027;3;1147.3
89767;1024;3;1147.3
89767;1025;3;1151.8
89767;1031;3;1156.9
89767;1004;3;1178.4
89767;1022;3;1212.5
89767;1010;3;1241
89767;1044;3;1241.7
89767;1028;3;1249.4
89767;1009;3;1250
89767;1013;3;1380.3
89767;1040;3;1392.4
89767;1047;3;1472
89767;1042;3;1570.5
89767;1038;3;1791.7
89767;1026;3;1802.2
89767;1046;3;2802.1
89767;1043;3;3123.5
25185;1044;1;98.8
25185;1001;1;101.7
25185;1004;1;118.6
25185;1005;1;132.7
25185;1007;1;134.1
25185;1011;1;135.4
25185;1014;1;137.3
25185;1003;1;141.3
25185;1009;1;141.4
25185;1010;1;141.8
25185;1006;1;143.3
25185;1020;1;145.1
25185;1021;1;149.2
25185;1013;1;149.3
25185;1022;1;150.7
25185;1019;1;152.2
25185;1015;1;153.8
25185;1018;1;154.5
25185;1024;1;154.9
25185;1008;1;156.5
25185;1016;1;156.7
25185;1002;1;156.8
25185;1023;1;160.7
25185;1017;1;161.7
25185;1025;1;162.7
25185;1026;1;171.1
25185;1029;1;175.3
25185;1012;1;180.8
25185;1028;1;185.2
25185;1027;1;186.3
25185;1030;2;203.1
25185;1031;1;224
25185;1032;2;328.3
25185;1034;2;398.4
25185;1036;2;405.2
25185;1035;2;466.8
25185;1008;2;475.8
25185;1009;2;484.3
25185;1010;2;485.7
25185;1006;2;532.6
25185;1033;2;533.7
25185;1027;2;534.3
25185;1016;2;536.7
25185;1023;2;540.9
25185;1002;2;552.8
25185;1020;2;554.3
25185;1007;2;554.7
25185;1038;2;557.8
25185;1011;2;568.4
25185;1001;2;570.7
25185;1037;2;573.4
25185;1015;2;579.4
25185;1029;2;587.6
25185;1028;2;588.2
25185;1039;2;590.6
25185;1024;2;591.2
25185;1018;2;594
25185;1014;2;594
25185;1019;2;595
25185;1003;2;597.2
25185;1021;2;601.8
25185;1031;2;616.9
25185;1017;2;632.5
25185;1005;2;643.1
25185;1026;2;644.6
25185;1012;2;644.9
25185;1022;2;664.7
25185;1004;2;668.5
25185;1013;2;705.2
25185;1040;2;714.1
25185;1025;2;730.6
25185;1041;3;762
25185;1042;2;793.7
25185;1017;3;820
25185;1008;3;861.4
25185;1001;3;866.9
25185;1043;2;885.1
25185;1005;3;889.9
25185;1039;3;904
25185;1046;2;906.3
25185;1016;3;908.6
25185;1002;3;912.5
25185;1034;3;912.8
25185;1035;3;932.6
25185;1011;3;961.5
25185;1007;3;963.5
25185;1021;3;973.5
25185;1015;3;991.6
25185;1004;3;994.1
25185;1027;3;997
25185;1036;3;1027.3
25185;1012;3;1042.6
25185;1029;3;1042.9
25185;1023;3;1055.1
25185;1033;3;1059.8
25185;1014;3;1062.5
25185;1003;3;1071.1
25185;1018;3;1085.5
25185;1019;3;1090.9
25185;1025;3;1100.6
25185;1024;3;1102.1
25185;1006;3;1111.8
25185;1009;3;1124.8
25185;1044;3;1136.2
25185;1047;2;1143.7
25185;1031;3;1173.8
25185;1037;3;1184.7
25185;1045;2;1229.6
25185;1028;3;1283.4
25185;1042;3;1407.6
25185;1013;3;1453.8
25185;1022;3;1489.8
25185;1026;3;1605.6
25185;1040;3;1613.7
25185;1047;3;1685.4
25185;1010;3;1982.4
25185;1038;3;2343.3
25185;1046;3;3526.1
25185;1043;3;3551.4
65896;1044;1;106.2
65896;1001;1;125.4
65896;1007;1;137.4
65896;1010;1;138.2
65896;1006;1;138.4
65896;1002;1;138.4
65896;1003;1;138.9
65896;1009;1;141.2
65896;1014;1;143.1
65896;1005;1;144.6
65896;1004;1;146.4
65896;1011;1;147.1
65896;1022;1;152.1
65896;1021;1;155.4
65896;1020;1;156.7
65896;1013;1;156.7
65896;1019;1;159.1
65896;1017;1;160.4
65896;1015;1;160.6
65896;1023;1;161.3
65896;1018;1;161.5
65896;1026;1;161.7
65896;1016;1;163.7
65896;1024;1;167.8
65896;1025;1;171.6
65896;1008;1;176.1
65896;1027;1;180.8
65896;1028;1;185.8
65896;1012;1;187.7
65896;1029;1;192
65896;1030;2;250.6
65896;1031;1;300.8
65896;1032;2;328.2
65896;1034;2;410
65896;1036;2;471.5
65896;1008;2;483.3
65896;1035;2;491.7
65896;1033;2;528.7
65896;1010;2;541.6
65896;1002;2;543.6
65896;1011;2;546
65896;1009;2;552.8
65896;1016;2;560.2
65896;1006;2;563.6
65896;1023;2;577
65896;1007;2;580.7
65896;1015;2;585.6
65896;1020;2;594.6
65896;1038;2;595.1
65896;1027;2;596.5
65896;1021;2;602.8
65896;1001;2;603
65896;1037;2;613.1
65896;1029;2;615.3
65896;1003;2;615.8
65896;1018;2;618.9
65896;1031;2;621.1
65896;1019;2;623.9
65896;1022;2;626.5
65896;1012;2;642.7
65896;1028;2;643.5
65896;1024;2;652.7
65896;1014;2;657.2
65896;1017;2;657.3
65896;1039;2;697.9
65896;1005;2;706.3
65896;1026;2;711
65896;1004;2;724.6
65896;1041;3;735.4
65896;1040;2;751.6
65896;1013;2;754.5
65896;1025;2;759.7
65896;1042;2;849.8
65896;1005;3;850.5
65896;1017;3;855
